"","X.1","X","status","bed","bath","acre_lot","city","state","house_size","house_price","size_level"
"290",290,441,"for_sale",2,2,0.46,"East Longmeadow","Massachusetts",1174,299,"1000-2000"
"291",291,442,"for_sale",4,1,0.22,"East Longmeadow","Massachusetts",1425,304.9,"1000-2000"
"292",292,443,"for_sale",2,1,0.57,"East Longmeadow","Massachusetts",1020,409.9,"1000-2000"
"293",293,447,"for_sale",3,1,0.9,"Agawam","Massachusetts",1216,225,"1000-2000"
"294",294,450,"for_sale",4,3,0.61,"Agawam","Massachusetts",2857,589.9,"2000-3000"
"295",295,451,"for_sale",2,1,0.29,"Agawam","Massachusetts",987,265.9,"<1000"
"296",296,452,"for_sale",5,3,2,"Agawam","Massachusetts",2777,389.9,"2000-3000"
"297",297,453,"for_sale",3,1,0.28,"Agawam","Massachusetts",1260,300,"1000-2000"
"298",298,454,"for_sale",5,4,0.53,"Agawam","Massachusetts",2094,439.9,"2000-3000"
"299",299,455,"for_sale",4,4,0.13,"Agawam","Massachusetts",1728,375,"1000-2000"
"300",300,456,"for_sale",5,4,0.5,"Agawam","Massachusetts",3200,760,"3000-4000"
"301",301,457,"for_sale",3,1,1.41,"Hardwick","Massachusetts",1092,269.9,"1000-2000"
"302",302,458,"for_sale",14,4,0.37,"Hardwick","Massachusetts",5380,469.9,"5000-6000"
"303",303,472,"for_sale",2,1,0.12,"North Adams","Massachusetts",1722,129.9,"1000-2000"
"304",304,476,"for_sale",9,6,0.19,"Adams","Massachusetts",5364,399.9,"5000-6000"
"305",305,484,"for_sale",5,2,0.27,"North Adams","Massachusetts",1749,159.9,"1000-2000"
"306",306,485,"for_sale",2,2,0.28,"Adams","Massachusetts",1206,159.9,"1000-2000"
"307",307,489,"for_sale",8,5,0.5,"Huntington","Massachusetts",3100,349.9,"3000-4000"
"308",308,492,"for_sale",3,3,0.08,"North Adams","Massachusetts",2182,159.9,"2000-3000"
"309",309,494,"for_sale",13,7,0.2,"Adams","Massachusetts",4233,324.9,"4000-5000"
"310",310,518,"for_sale",4,4,0.55,"Manchester","Connecticut",2800,449.9,"2000-3000"
"311",311,520,"for_sale",3,3,1.4,"Buckland","Massachusetts",2234,349.9,"2000-3000"
"312",312,522,"for_sale",3,1,0.09,"Springfield","Massachusetts",1303,150,"1000-2000"
"313",313,523,"for_sale",9,3,0.13,"Springfield","Massachusetts",3511,199.9,"3000-4000"
"314",314,529,"for_sale",3,1,0.17,"Pittsfield","Massachusetts",1180,139.9,"1000-2000"
"315",315,530,"for_sale",3,2,0.16,"Pittsfield","Massachusetts",1352,209,"1000-2000"
"316",316,536,"for_sale",3,1,0.31,"Pittsfield","Massachusetts",1152,231.5,"1000-2000"
"317",317,537,"for_sale",3,2,0.5,"Cheshire","Massachusetts",1756,324.9,"1000-2000"
"318",318,540,"for_sale",5,3,0.15,"Pittsfield","Massachusetts",2549,225,"2000-3000"
"319",319,542,"for_sale",6,2,0.23,"Pittsfield","Massachusetts",2550,229,"2000-3000"
"320",320,543,"for_sale",4,2,0.21,"Pittsfield","Massachusetts",1200,209.9,"1000-2000"
"321",321,547,"for_sale",3,3,0.52,"Cheshire","Massachusetts",2191,355,"2000-3000"
"322",322,549,"for_sale",3,1,0.7,"Pittsfield","Massachusetts",1134,259.9,"1000-2000"
"323",323,553,"for_sale",3,1,0.24,"Pittsfield","Massachusetts",1074,224.9,"1000-2000"
"324",324,555,"for_sale",4,3,0.46,"Pittsfield","Massachusetts",2908,629.9,"2000-3000"
"325",325,556,"for_sale",18,12,0.29,"Pittsfield","Massachusetts",8428,697,"8000-9000"
"326",326,557,"for_sale",6,2,0.12,"Pittsfield","Massachusetts",2848,189,"2000-3000"
"327",327,561,"for_sale",3,2,0.16,"Pittsfield","Massachusetts",1542,339.9,"1000-2000"
"328",328,563,"for_sale",6,6,1.7,"Cheshire","Massachusetts",6390,43.9,"6000-7000"
"329",329,566,"for_sale",3,2,0.32,"Williamstown","Massachusetts",1647,192.5,"1000-2000"
"330",330,572,"for_sale",4,2,1.2,"New Ashford","Massachusetts",4930,599,"4000-5000"
"331",331,574,"for_sale",2,1,0.29,"Winchester","Connecticut",1450,40,"1000-2000"
"332",332,575,"for_sale",3,2,0.21,"Winchester","Connecticut",1248,59.9,"1000-2000"
"333",333,579,"for_sale",4,2,0.43,"Great Barrington","Massachusetts",1872,495,"1000-2000"
"334",334,580,"for_sale",3,1,0.39,"Enfield","Connecticut",1494,249.9,"1000-2000"
"335",335,581,"for_sale",4,2,1.4,"North Canaan","Connecticut",2637,468,"2000-3000"
"336",336,584,"for_sale",3,2,0.16,"Great Barrington","Massachusetts",1500,429,"1000-2000"
"337",337,585,"for_sale",5,2,0.64,"Suffield","Connecticut",2942,248,"2000-3000"
"338",338,586,"for_sale",3,2,0.35,"North Canaan","Connecticut",1620,299,"1000-2000"
"339",339,589,"for_sale",9,9,1,"Sheffield","Massachusetts",5358,839,"5000-6000"
"340",340,591,"for_sale",4,3,0.51,"Great Barrington","Massachusetts",2611,449,"2000-3000"
"341",341,592,"for_sale",3,3,2,"Monterey","Massachusetts",2482,699,"2000-3000"
"342",342,593,"for_sale",4,2,0.32,"Windsor Locks","Connecticut",1735,221,"1000-2000"
"343",343,594,"for_sale",3,3,0.12,"Winchester","Connecticut",838,735,"<1000"
"344",344,595,"for_sale",4,4,0.11,"Springfield","Massachusetts",2376,294.999,"2000-3000"
"345",345,598,"for_sale",3,1,0.96,"Becket","Massachusetts",1734,84.9,"1000-2000"
"346",346,599,"for_sale",3,2,0.19,"Winchester","Connecticut",2005,175,"2000-3000"
"347",347,600,"for_sale",3,1,0.46,"Goshen","Connecticut",1536,339,"1000-2000"
"348",348,601,"for_sale",4,1,0.28,"Enfield","Connecticut",1152,165,"1000-2000"
"349",349,602,"for_sale",2,1,0.9,"East Windsor","Connecticut",736,159.9,"<1000"
"350",350,603,"for_sale",4,4,0.12,"Springfield","Massachusetts",2176,294.995,"2000-3000"
"351",351,604,"for_sale",2,1,0.29,"Windsor Locks","Connecticut",960,160,"<1000"
"352",352,605,"for_sale",3,1,0.21,"Winchester","Connecticut",1595,140,"1000-2000"
"353",353,606,"for_sale",5,3,0.19,"Great Barrington","Massachusetts",2173,449.797,"2000-3000"
"354",354,609,"for_sale",5,3,0.12,"Enfield","Connecticut",3117,270,"3000-4000"
"355",355,610,"for_sale",3,2,1.26,"Barkhamsted","Connecticut",1584,389,"1000-2000"
"356",356,611,"for_sale",5,3,0.3,"Enfield","Connecticut",1772,294.9,"1000-2000"
"357",357,612,"for_sale",3,3,1,"Norfolk","Connecticut",2925,425,"2000-3000"
"358",358,613,"for_sale",6,3,0.11,"Springfield","Massachusetts",3204,299.99,"3000-4000"
"359",359,616,"for_sale",4,4,1.56,"Suffield","Connecticut",3275,699.9,"3000-4000"
"360",360,619,"for_sale",3,3,0.3,"Great Barrington","Massachusetts",2054,769,"2000-3000"
"361",361,624,"for_sale",2,1,0.21,"Otis","Massachusetts",1092,119.9,"1000-2000"
"362",362,625,"for_sale",5,3,1.97,"North Canaan","Connecticut",3058,399,"3000-4000"
"363",363,626,"for_sale",2,1,0.16,"Winchester","Connecticut",500,169.9,"<1000"
"364",364,627,"for_sale",3,2,0.52,"Windsor Locks","Connecticut",1092,185,"1000-2000"
"365",365,628,"for_sale",3,1,0.9,"Winchester","Connecticut",1010,225,"1000-2000"
"366",366,629,"for_sale",4,3,1.34,"Granby","Connecticut",2967,485,"2000-3000"
"367",367,632,"for_sale",2,4,0.59,"Suffield","Connecticut",3284,489.9,"3000-4000"
"368",368,633,"for_sale",3,1,0.14,"Winchester","Connecticut",1170,279,"1000-2000"
"369",369,634,"for_sale",3,2,0.23,"Winchester","Connecticut",1346,225,"1000-2000"
"370",370,635,"for_sale",2,1,0.71,"Winchester","Connecticut",1015,295,"1000-2000"
"371",371,641,"for_sale",6,6,0.76,"Longmeadow","Massachusetts",3902,869,"3000-4000"
"372",372,642,"for_sale",3,3,1.43,"Lee","Massachusetts",2000,399.9,"1000-2000"
"373",373,644,"for_sale",4,2,0.1,"Springfield","Massachusetts",2160,239.999,"2000-3000"
"374",374,645,"for_sale",3,2,0.37,"Otis","Massachusetts",1386,345,"1000-2000"
"375",375,647,"for_sale",7,3,0.48,"North Canaan","Connecticut",3004,345,"3000-4000"
"376",376,648,"for_sale",4,3,1.2,"Suffield","Connecticut",3590,749.999,"3000-4000"
"377",377,649,"for_sale",6,4,0.19,"Enfield","Connecticut",1664,174.9,"1000-2000"
"378",378,651,"for_sale",6,5,1,"Otis","Massachusetts",4016,799,"4000-5000"
"379",379,652,"for_sale",3,1,0.06,"Enfield","Connecticut",1209,189.9,"1000-2000"
"380",380,654,"for_sale",3,1,0.16,"Great Barrington","Massachusetts",1568,375,"1000-2000"
"381",381,658,"for_sale",2,1,1.02,"Enfield","Connecticut",1212,189.9,"1000-2000"
"382",382,659,"for_sale",4,2,0.25,"Springfield","Massachusetts",1966,250,"1000-2000"
"383",383,660,"for_sale",3,1,0.11,"Winchester","Connecticut",1156,154.5,"1000-2000"
"384",384,665,"for_sale",3,1,0.8,"Windsor Locks","Connecticut",1256,245.9,"1000-2000"
"385",385,666,"for_sale",3,2,0.34,"Windsor Locks","Connecticut",1635,299.9,"1000-2000"
"386",386,667,"for_sale",4,2,0.11,"Springfield","Massachusetts",1960,235,"1000-2000"
"387",387,673,"for_sale",4,4,1.44,"Southwick","Massachusetts",3400,749.9,"3000-4000"
"388",388,674,"for_sale",11,4,0.15,"Springfield","Massachusetts",3962,285,"3000-4000"
"389",389,675,"for_sale",4,3,0.69,"Simsbury","Connecticut",2126,475,"2000-3000"
"390",390,678,"for_sale",4,4,1.3,"Sheffield","Massachusetts",5005,729,"5000-6000"
"391",391,679,"for_sale",4,3,0.87,"Longmeadow","Massachusetts",2501,649,"2000-3000"
"392",392,680,"for_sale",7,2,0.13,"Springfield","Massachusetts",2481,269.9,"2000-3000"
"393",393,681,"for_sale",7,3,0.11,"Springfield","Massachusetts",3691,349.99,"3000-4000"
"394",394,682,"for_sale",6,2,0.1,"Springfield","Massachusetts",1728,250,"1000-2000"
"395",395,683,"for_sale",9,7,0.15,"Stockbridge","Massachusetts",4863,695,"4000-5000"
"396",396,685,"for_sale",10,5,0.19,"Pittsfield","Massachusetts",4260,229,"4000-5000"
"397",397,686,"for_sale",1,1,1.01,"Windsor","Massachusetts",777,79.9,"<1000"
"398",398,687,"for_sale",3,1,0.31,"Pittsfield","Massachusetts",1892,124.9,"1000-2000"
"399",399,688,"for_sale",6,2,0.57,"Hinsdale","Massachusetts",2979,109.9,"2000-3000"
"400",400,690,"for_sale",3,2,0.56,"Adams","Massachusetts",2120,269.9,"2000-3000"
"401",401,693,"for_sale",3,1,0.21,"Pittsfield","Massachusetts",1746,224.9,"1000-2000"
"402",402,694,"for_sale",3,3,0.26,"Adams","Massachusetts",1768,243.9,"1000-2000"
"403",403,695,"for_sale",7,4,0.4,"Adams","Massachusetts",2992,254.9,"2000-3000"
"404",404,696,"for_sale",7,4,0.29,"Adams","Massachusetts",3550,199.9,"3000-4000"
"405",405,697,"for_sale",6,3,0.19,"Pittsfield","Massachusetts",3724,179,"3000-4000"
"406",406,699,"for_sale",3,2,0.81,"Adams","Massachusetts",1655,250,"1000-2000"
"407",407,700,"for_sale",2,1,0.22,"Pittsfield","Massachusetts",1175,169.9,"1000-2000"
"408",408,701,"for_sale",3,1,0.62,"Lanesborough","Massachusetts",1212,199.9,"1000-2000"
"409",409,702,"for_sale",2,2,0.12,"Pittsfield","Massachusetts",1139,169.9,"1000-2000"
"410",410,706,"for_sale",5,3,0.1,"Pittsfield","Massachusetts",2027,149.9,"2000-3000"
"411",411,707,"for_sale",5,2,0.19,"Adams","Massachusetts",1800,100,"1000-2000"
"412",412,708,"for_sale",2,2,0.24,"Pittsfield","Massachusetts",1044,264.999,"1000-2000"
"413",413,709,"for_sale",4,2,0.16,"Pittsfield","Massachusetts",1664,259.9,"1000-2000"
"414",414,711,"for_sale",5,2,0.11,"Adams","Massachusetts",2456,229,"2000-3000"
"415",415,713,"for_sale",6,6,0.15,"Pittsfield","Massachusetts",3744,235,"3000-4000"
"416",416,714,"for_sale",4,1,0.3,"Adams","Massachusetts",1360,395,"1000-2000"
"417",417,715,"for_sale",8,2,0.22,"Pittsfield","Massachusetts",3278,289,"3000-4000"
"418",418,716,"for_sale",4,2,0.32,"Lanesborough","Massachusetts",1183,699.9,"1000-2000"
"419",419,719,"for_sale",5,2,0.13,"Pittsfield","Massachusetts",1878,129.9,"1000-2000"
"420",420,721,"for_sale",3,1,1.5,"Dalton","Massachusetts",1222,179.9,"1000-2000"
"421",421,722,"for_sale",3,2,0.17,"Dalton","Massachusetts",1376,289.9,"1000-2000"
"422",422,724,"for_sale",4,3,0.34,"Hinsdale","Massachusetts",2363,309.9,"2000-3000"
"423",423,726,"for_sale",4,2,1.7,"Adams","Massachusetts",1794,395,"1000-2000"
"424",424,727,"for_sale",4,4,0.56,"Pittsfield","Massachusetts",3788,649.9,"3000-4000"
"425",425,728,"for_sale",3,2,0.2,"Pittsfield","Massachusetts",1572,239.9,"1000-2000"
"426",426,730,"for_sale",8,8,0.23,"Pittsfield","Massachusetts",6120,539.9,"6000-7000"
"427",427,731,"for_sale",12,4,0.22,"Pittsfield","Massachusetts",4200,184.9,"4000-5000"
"428",428,732,"for_sale",7,3,0.23,"Adams","Massachusetts",3288,209.9,"3000-4000"
"429",429,733,"for_sale",3,1,0.24,"Lanesborough","Massachusetts",875,185,"<1000"
"430",430,734,"for_sale",4,3,0.96,"Pittsfield","Massachusetts",2227,414.999,"2000-3000"
"431",431,736,"for_sale",3,2,0.23,"Pittsfield","Massachusetts",1362,299.999,"1000-2000"
"432",432,737,"for_sale",3,1,0.21,"Adams","Massachusetts",1282,199.9,"1000-2000"
"433",433,738,"for_sale",3,2,0.75,"Pittsfield","Massachusetts",2190,459.9,"2000-3000"
"434",434,739,"for_sale",4,2,0.49,"New Ashford","Massachusetts",1738,310,"1000-2000"
"435",435,743,"for_sale",2,1,0.18,"Pittsfield","Massachusetts",1138,219.9,"1000-2000"
"436",436,744,"for_sale",2,2,0.18,"Pittsfield","Massachusetts",1094,224.9,"1000-2000"
"437",437,746,"for_sale",5,2,0.3,"Hinsdale","Massachusetts",1800,699,"1000-2000"
"438",438,748,"for_sale",2,1,0.34,"Pittsfield","Massachusetts",791,80,"<1000"
"439",439,749,"for_sale",2,2,0.04,"Hinsdale","Massachusetts",936,145,"<1000"
"440",440,752,"for_sale",2,1,0.36,"Adams","Massachusetts",1032,99,"1000-2000"
"441",441,754,"for_sale",3,2,0.11,"Pittsfield","Massachusetts",1122,110,"1000-2000"
"442",442,755,"for_sale",4,2,0.06,"Pittsfield","Massachusetts",1872,119.9,"1000-2000"
"443",443,756,"for_sale",3,2,0.61,"Adams","Massachusetts",1288,269.9,"1000-2000"
"444",444,758,"for_sale",4,2,0.23,"Pittsfield","Massachusetts",1680,170,"1000-2000"
"445",445,759,"for_sale",3,2,0.3,"Pittsfield","Massachusetts",1260,250,"1000-2000"
"446",446,761,"for_sale",8,7,0.13,"Adams","Massachusetts",9516,369.9,"9000-10000"
"447",447,762,"for_sale",2,1,0.02,"Adams","Massachusetts",640,99.9,"<1000"
"448",448,763,"for_sale",4,2,0.15,"Pittsfield","Massachusetts",2372,199.9,"2000-3000"
"449",449,764,"for_sale",2,1,0.3,"Cheshire","Massachusetts",785,225,"<1000"
"450",450,765,"for_sale",4,2,0.36,"Pittsfield","Massachusetts",1610,279.9,"1000-2000"
"451",451,766,"for_sale",3,2,0.46,"Pittsfield","Massachusetts",1536,299.9,"1000-2000"
"452",452,767,"for_sale",3,2,0.27,"Pittsfield","Massachusetts",1178,269.5,"1000-2000"
"453",453,768,"for_sale",4,3,0.78,"Pittsfield","Massachusetts",2552,639.9,"2000-3000"
"454",454,769,"for_sale",5,4,0.9,"Pittsfield","Massachusetts",3700,699,"3000-4000"
"455",455,771,"for_sale",8,4,0.16,"Pittsfield","Massachusetts",3254,239.9,"3000-4000"
"456",456,772,"for_sale",3,3,0.43,"Adams","Massachusetts",2360,165,"2000-3000"
"457",457,775,"for_sale",3,1,0.18,"Pittsfield","Massachusetts",1080,229.9,"1000-2000"
"458",458,776,"for_sale",10,4,0.13,"Pittsfield","Massachusetts",3736,475,"3000-4000"
"459",459,781,"for_sale",10,5,0.21,"Pittsfield","Massachusetts",4416,199,"4000-5000"
"460",460,782,"for_sale",3,1,0.08,"Adams","Massachusetts",1120,150,"1000-2000"
"461",461,784,"for_sale",6,3,0.56,"Cheshire","Massachusetts",3868,249,"3000-4000"
"462",462,786,"for_sale",8,4,0.24,"Pittsfield","Massachusetts",3344,169,"3000-4000"
"463",463,787,"for_sale",4,1,0.77,"Pittsfield","Massachusetts",1644,269,"1000-2000"
"464",464,788,"for_sale",3,1,0.25,"Adams","Massachusetts",1105,199.9,"1000-2000"
"465",465,790,"for_sale",1,1,0.25,"Adams","Massachusetts",766,139.9,"<1000"
"466",466,791,"for_sale",4,2,0.2,"Adams","Massachusetts",1846,275,"1000-2000"
"467",467,793,"for_sale",3,2,0.13,"Lanesborough","Massachusetts",880,375,"<1000"
"468",468,795,"for_sale",6,2,0.12,"Pittsfield","Massachusetts",2664,209,"2000-3000"
"469",469,798,"for_sale",4,4,1.9,"Pittsfield","Massachusetts",2634,572.31,"2000-3000"
"470",470,799,"for_sale",3,1,0.7,"Pittsfield","Massachusetts",1553,259.9,"1000-2000"
"471",471,801,"for_sale",2,2,0.15,"Dalton","Massachusetts",1364,209.9,"1000-2000"
"472",472,802,"for_sale",2,1,0.12,"Pittsfield","Massachusetts",841,189.9,"<1000"
"473",473,806,"for_sale",12,5,0.19,"Adams","Massachusetts",4698,395,"4000-5000"
"474",474,807,"for_sale",1,1,0.69,"Adams","Massachusetts",1560,39.9,"1000-2000"
"475",475,808,"for_sale",3,1,1.6,"Florida","Massachusetts",1656,235,"1000-2000"
"476",476,809,"for_sale",3,2,0.23,"Dalton","Massachusetts",1452,159.9,"1000-2000"
"477",477,810,"for_sale",3,1,0.14,"Dalton","Massachusetts",1522,214.9,"1000-2000"
"478",478,812,"for_sale",3,2,0.16,"Pittsfield","Massachusetts",1809,249.9,"1000-2000"
"479",479,813,"for_sale",3,1,0.21,"Adams","Massachusetts",1632,170,"1000-2000"
"480",480,815,"for_sale",3,2,1.86,"Adams","Massachusetts",1573,368.9,"1000-2000"
"481",481,816,"for_sale",5,3,1.7,"Cheshire","Massachusetts",2240,529,"2000-3000"
"482",482,819,"for_sale",3,3,0.69,"Lanesborough","Massachusetts",3300,699,"3000-4000"
"483",483,820,"for_sale",3,3,0.17,"Pittsfield","Massachusetts",1326,265,"1000-2000"
"484",484,822,"for_sale",2,1,0.39,"Pittsfield","Massachusetts",720,219.9,"<1000"
"485",485,826,"for_sale",3,2,0.23,"Pittsfield","Massachusetts",1224,269,"1000-2000"
"486",486,839,"for_sale",3,1,0.18,"Becket","Massachusetts",826,181.999,"<1000"
"487",487,840,"for_sale",3,2,0.37,"Windsor Locks","Connecticut",1440,179.9,"1000-2000"
"488",488,841,"for_sale",7,3,0.8,"North Canaan","Connecticut",4852,684.9,"4000-5000"
"489",489,842,"for_sale",2,3,0.23,"Westfield","Massachusetts",3696,314.9,"3000-4000"
"490",490,843,"for_sale",7,3,0.24,"Springfield","Massachusetts",3727,24.9,"3000-4000"
"491",491,844,"for_sale",3,3,0.76,"Enfield","Connecticut",2142,499.9,"2000-3000"
"492",492,847,"for_sale",3,2,0.55,"East Granby","Connecticut",1470,254.9,"1000-2000"
"493",493,848,"for_sale",2,3,0.58,"Suffield","Connecticut",1902,280,"1000-2000"
"494",494,849,"for_sale",4,2,0.17,"Enfield","Connecticut",1655,199.9,"1000-2000"
"495",495,850,"for_sale",3,2,0.2,"Great Barrington","Massachusetts",1424,475,"1000-2000"
"496",496,851,"for_sale",6,2,0.13,"Springfield","Massachusetts",2580,249.9,"2000-3000"
"497",497,852,"for_sale",4,2,1.39,"Suffield","Connecticut",1482,300,"1000-2000"
"498",498,853,"for_sale",2,1,0.43,"Winchester","Connecticut",720,189,"<1000"
"499",499,854,"for_sale",3,3,0.57,"East Granby","Connecticut",1663,289.9,"1000-2000"
"500",500,856,"for_sale",3,2,0.3,"Great Barrington","Massachusetts",1350,364,"1000-2000"
"501",501,857,"for_sale",4,4,0.73,"Windsor","Connecticut",3434,558,"3000-4000"
"502",502,858,"for_sale",3,1,0.62,"Granby","Connecticut",1040,250,"1000-2000"
"503",503,859,"for_sale",4,3,0.57,"Simsbury","Connecticut",2022,400,"2000-3000"
"504",504,861,"for_sale",6,2,0.11,"Springfield","Massachusetts",2016,259.9,"2000-3000"
"505",505,862,"for_sale",3,3,0.62,"Suffield","Connecticut",1461,310,"1000-2000"
"506",506,863,"for_sale",4,1,0.1,"Springfield","Massachusetts",1410,199.919,"1000-2000"
"507",507,865,"for_sale",5,3,1.66,"Westfield","Massachusetts",4296,670,"4000-5000"
"508",508,866,"for_sale",3,2,0.97,"Westfield","Massachusetts",1372,374.9,"1000-2000"
"509",509,867,"for_sale",3,3,0.65,"Great Barrington","Massachusetts",1785,699,"1000-2000"
"510",510,868,"for_sale",3,3,1,"Enfield","Connecticut",2010,495,"2000-3000"
"511",511,869,"for_sale",3,3,0.35,"Enfield","Connecticut",1620,329.999,"1000-2000"
"512",512,870,"for_sale",4,2,0.11,"Springfield","Massachusetts",1525,159.9,"1000-2000"
"513",513,872,"for_sale",4,3,1.14,"Granby","Connecticut",2203,375,"2000-3000"
"514",514,873,"for_sale",3,1,1.3,"Granby","Connecticut",1550,229,"1000-2000"
"515",515,874,"for_sale",8,5,0.49,"Springfield","Massachusetts",6861,595,"6000-7000"
"516",516,875,"for_sale",3,2,0.12,"Simsbury","Connecticut",1416,219.9,"1000-2000"
"517",517,876,"for_sale",3,1,0.35,"Winchester","Connecticut",1183,175,"1000-2000"
"518",518,877,"for_sale",3,3,0.79,"East Windsor","Connecticut",1885,369.9,"1000-2000"
"519",519,878,"for_sale",3,2,0.78,"Simsbury","Connecticut",1260,275,"1000-2000"
"520",520,879,"for_sale",4,3,0.24,"Enfield","Connecticut",2204,171,"2000-3000"
"521",521,882,"for_sale",3,3,0.91,"Simsbury","Connecticut",1875,395,"1000-2000"
"522",522,883,"for_sale",3,1,0.32,"Enfield","Connecticut",1576,225,"1000-2000"
"523",523,884,"for_sale",3,2,0.12,"Enfield","Connecticut",1504,224.9,"1000-2000"
"524",524,885,"for_sale",3,2,0.8,"Granby","Connecticut",1574,324.9,"1000-2000"
"525",525,886,"for_sale",4,3,0.57,"Simsbury","Connecticut",2304,409,"2000-3000"
"526",526,888,"for_sale",3,2,0.17,"Longmeadow","Massachusetts",2038,295,"2000-3000"
"527",527,889,"for_sale",3,2,0.29,"Enfield","Connecticut",1587,274.9,"1000-2000"
"528",528,890,"for_sale",3,1,0.37,"Enfield","Connecticut",960,199.9,"<1000"
"529",529,891,"for_sale",3,2,0.12,"Enfield","Connecticut",1479,290,"1000-2000"
"530",530,892,"for_sale",3,2,0.22,"Enfield","Connecticut",1428,249.9,"1000-2000"
"531",531,893,"for_sale",4,3,0.46,"Windsor","Connecticut",1784,395,"1000-2000"
"532",532,894,"for_sale",3,3,1.03,"Windsor","Connecticut",1955,499.9,"1000-2000"
"533",533,895,"for_sale",4,1,0.11,"Springfield","Massachusetts",1538,239.9,"1000-2000"
"534",534,896,"for_sale",4,5,1.53,"Simsbury","Connecticut",4715,799,"4000-5000"
"535",535,898,"for_sale",3,1,0.28,"Enfield","Connecticut",968,260,"<1000"
"536",536,899,"for_sale",3,2,0.29,"Enfield","Connecticut",1008,290,"1000-2000"
"537",537,900,"for_sale",5,2,0.28,"Winchester","Connecticut",2500,249.5,"2000-3000"
"538",538,901,"for_sale",3,1,0.35,"Windsor Locks","Connecticut",996,269.9,"<1000"
"539",539,902,"for_sale",3,2,0.56,"Enfield","Connecticut",1480,339.999,"1000-2000"
"540",540,903,"for_sale",6,2,0.24,"Enfield","Connecticut",2296,195,"2000-3000"
"541",541,905,"for_sale",3,2,0.14,"Enfield","Connecticut",1456,295,"1000-2000"
"542",542,906,"for_sale",3,1,0.07,"Norfolk","Connecticut",1084,122.5,"1000-2000"
"543",543,908,"for_sale",3,1,0.25,"Winchester","Connecticut",1594,178.2,"1000-2000"
"544",544,909,"for_sale",3,2,1.01,"North Canaan","Connecticut",1608,275,"1000-2000"
"545",545,910,"for_sale",4,2,0.14,"Springfield","Massachusetts",1648,269.9,"1000-2000"
